Product_Package,SKU,Images,Name,Original_Price,Discount_Price,Category,Gender,Shirt,Shirt_Color,Shirt_Fabric,Trouser,Trouser_Color,Trouser_Fabric,Dupatta,Dupatta_Color,Dupatta_Fabric,Linning,Linning_Color,Lining_Fabric,Item_Type,Item_Color,Item_Fabric,Item_Material,Item_Size,Bag_Capacity,Perfume_Notes,Watch_Movement,Description
,KSY-W6310,https://res.cloudinary.com/dzo11laml/image/upload/v1751975870/Multi_colour_ring_kzyjki.png,Multi-Color Ring,12330,,Accessories,Unisex,,,,,,,,,,,,,Ring Set,Multi-Color,,Pearl,,,,,Sparkling Ring Set for a glamorous look.
Pair,KSY-U1286,https://res.cloudinary.com/dzo11laml/image/upload/v1751975861/Male_Silver_pumps_riy2wq.png,Male Silver Pumps,8927,,Sneakers,Male,,,,,,,,,,,,,Pumps,Silver,Canvas,Rubber,11,,,,"Elegant Pumps, perfect for special occasions."
2 Piece,KSY-U9972,https://res.cloudinary.com/dzo11laml/image/upload/v1751975943/Turquoise_Khaddar_2_piece_540_aw4s2r.png,Turquoise Khaddar Shirt,19787,16700.0,Unstitched,Female,Yes,Turquoise,Khaddar,Yes,Green,Khaddar,,,,,,,"Shirt, Trouser",,,Khaddar,,,,,"Lightweight and breathable Turquoise Khaddar Tunic fabric, ideal for summer."
2 Piece,KSY-U8176,https://res.cloudinary.com/dzo11laml/image/upload/v1751975890/Orange_viscose_2_piece_541_z3sv54.png,Orange Viscose Shirt,8813,7700.0,Ready To Wear,Female,Yes,Orange,Viscose,Yes,Turquoise,Silk,,,,,,,"Shirt, Trouser",,,"Silk, Viscose",,,,,Luxurious Orange Viscose Kurta material for a sophisticated look.
Single,KSY-M9406,https://res.cloudinary.com/dzo11laml/image/upload/v1751975692/Blue_Clutch_to7zne.png,Female Blue Clutch,7106,,Bags,Female,,,,,,,,,,,,,Clutch,Blue,Nylon,Canvas,,Small,,,An elegant Clutch for evening events.
1 Piece,KSY-U6393,https://res.cloudinary.com/dzo11laml/image/upload/v1751975724/Blue_organza_Shirt_543_rwmcow.png,Blue Organza Tunic,16248,,3 Piece Suits,Female,Yes,Blue,Organza,,,,,,,Yes,Blue,Silk,Shirt,,,Organza,,,,,Elegant Blue Organza Shirt design for casual and formal wear.
3 Piece,KSY-W8258,https://res.cloudinary.com/dzo11laml/image/upload/v1751975980/Yellow_lawn_3_piece_544_iy7svj.png,Yellow Lawn Kurta,6122,4100.0,Ready To Wear,Female,Yes,Yellow,Lawn,Yes,Yellow,Lawn,Yes,Yellow,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,Timeless Yellow Lawn Shirt style with modern embellishments.
,KSY-W7216,https://res.cloudinary.com/dzo11laml/image/upload/v1751975927/Rose_gold_earings_545_yw397p.png,Rose Gold Earrings,15262,,Accessories,Unisex,,,,,,,,,,,,,Earrings,Rose Gold,,Alloy,,,,,Statement Earrings to complete your outfit.
3 Piece,KSY-W5097,https://res.cloudinary.com/dzo11laml/image/upload/v1751975912/Purple_khaddar_899_wsbr5g.png,Purple Lawn Tunic,17418,,2 Piece Suits,Female,Yes,Purple,Lawn,Yes,Purple,Lawn,Yes,Purple,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,"A vibrant Purple Lawn Kurta with intricate embroidery, perfect for festive occasions."
Single,KSY-U6369,https://res.cloudinary.com/dzo11laml/image/upload/v1751975628/Black_crossbody_bag_juklzt.png,Female Black Crossbody Bag,6771,,Bags,Female,,,,,,,,,,,,,Crossbody Bag,Black,Faux Leather,Canvas,,Medium,,,"Durable Crossbody Bag material, perfect for everyday use."
1 Piece,KSY-W2815,https://res.cloudinary.com/dzo11laml/image/upload/v1751975967/white_organza_kurta_pw963d.png,White Organza Kurta,5591,,Shirts,Female,Yes,White,Organza,,,,,,,Yes,White,Silk,Shirt,,,Organza,,,,,"A vibrant White Organza Shirt with intricate embroidery, perfect for festive occasions."
Pair,KSY-M2567,https://res.cloudinary.com/dzo11laml/image/upload/v1751975830/female_brown_stilleto_ozwaeo.png,Female Brown Stiletto,8430,,Sandals,Female,,,,,,,,,,,,,Stiletto,Brown,Canvas,Suede,6,,,,Versatile Stiletto for both casual and semi-formal events.
1 Piece,KSY-U5608,https://res.cloudinary.com/dzo11laml/image/upload/v1751975867/Maroon_silk_shirt_etjyop.png,Maroon Silk Shirt,4364,,Ready To Wear,Female,Yes,Maroon,Silk,,,,,,,,,,Shirt,,,Silk,,,,,Elegant Maroon Silk Kurta design for casual and formal wear.
Pair,KSY-M6984,https://res.cloudinary.com/dzo11laml/image/upload/v1751975860/Male_Red_Pumps_pyetk7.png,Male Red Pumps,13359,,Loafers,Male,,,,,,,,,,,,,Pumps,Red,Suede,Leather,11,,,,Durable Pumps material for long-lasting comfort.
1 Piece,KSY-M4282,https://res.cloudinary.com/dzo11laml/image/upload/v1751975687/Black_silk_shirt_552_vxerbz.png,Black Silk Tunic,18227,,Ready To Wear,Female,Yes,Black,Silk,,,,,,,,,,Shirt,,,Silk,,,,,"Lightweight and breathable Black Silk Shirt fabric, ideal for summer."
2 Piece,KSY-M6511,https://res.cloudinary.com/dzo11laml/image/upload/v1751975723/Blue_Organza_2_piece_553_lzrzpq.png,Blue Organza Shirt,15701,,Shirts,Female,Yes,Blue,Organza,Yes,Blue,Silk,,,,,,,"Shirt, Trouser",,,"Organza, Silk",,,,,"Lightweight and breathable Blue Organza Tunic fabric, ideal for summer."
,KSY-U4730,https://res.cloudinary.com/dzo11laml/image/upload/v1751975954/unisex_blue_smartwatch_gvrw6h.png,Unisex Blue Smartwatch,9630,8600.0,Watches,Unisex,,,,,,,,,,,,,Smartwatch,Blue,Metal,Ceramic,One Size,,,Manual Wind,Durable Smartwatch material for everyday use.
Single,KSY-W7114,https://res.cloudinary.com/dzo11laml/image/upload/v1751975628/Black_crossbody_bag_555_hvojw1.png,Female Black Crossbody Bag,18647,,Bags,Female,,,,,,,,,,,,,Crossbody Bag,Black,Faux Leather,Leather,,Large,,,"Durable Crossbody Bag material, perfect for everyday use."
3 Piece,KSY-W6140,https://res.cloudinary.com/dzo11laml/image/upload/v1751975819/cream_chiffon_tunic_3_piece_b1zfos.png,Cream Chiffon Tunic,14254,,Unstitched,Female,Yes,Cream,Chiffon,Yes,Cream,Viscose,Yes,Cream,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Viscose",,,,,Timeless Cream Chiffon Kurta style with modern embellishments.
2 Piece,KSY-M2765,https://res.cloudinary.com/dzo11laml/image/upload/v1751975967/white_viscose_2_piece_557_sx579z.png,White Viscose Shirt,7335,5500.0,Ready To Wear,Female,Yes,White,Viscose,Yes,White,Viscose,,,,,,,"Shirt, Trouser",,,Viscose,,,,,Luxurious White Viscose Tunic material for a sophisticated look.
3 Piece,KSY-M3696,https://res.cloudinary.com/dzo11laml/image/upload/v1751975897/pink_lawn_3_piece_558_nyrykq.png,Pink Lawn Tunic,17841,13700.0,2 Piece Suits,Female,Yes,Pink,Lawn,Yes,Pink,Lawn,Yes,Pink,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,"Lightweight and breathable Pink Lawn Tunic fabric, ideal for summer."
2 Piece,KSY-U4497,https://res.cloudinary.com/dzo11laml/image/upload/v1751975863/Maroon_chiffon_2_piece_559_z433l8.png,Maroon Chiffon Tunic,8313,,Ready To Wear,Female,Yes,Maroon,Chiffon,Yes,Maroon,Silk,,,,,,,"Shirt, Trouser",,,"Chiffon, Silk",,,,,Luxurious Maroon Chiffon Tunic material for a sophisticated look.
,KSY-U1558,https://res.cloudinary.com/dzo11laml/image/upload/v1751975868/men_colongue_c6eawz.png,Male Cologne,6673,,Perfumes,Male,,,,,,,,,,,,,Cologne,Clear,,,,,"Top: Fruity, Berry; Heart: Rose, Patchouli; Base: Sandalwood, Praline",,A refreshing Cologne for all-day freshness.
3 Piece,KSY-M7853,https://res.cloudinary.com/dzo11laml/image/upload/v1751975965/White_lawn_Shirt_kcik0g.png,White Lawn Shirt,14149,,2 Piece Suits,Female,Yes,White,Lawn,Yes,White,Lawn,Yes,White,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,Timeless White Lawn Tunic style with modern embellishments.
,KSY-W6176,https://res.cloudinary.com/dzo11laml/image/upload/v1751975827/Female_black_digital_watch_dkz8pi.png,Female Black Digital Watch,5228,3700.0,Watches,Female,,,,,,,,,,,,,Digital Watch,Black,Leather,Silicone,One Size,,,Automatic,Modern Digital Watch with smart features.
Pair,KSY-U6332,https://res.cloudinary.com/dzo11laml/image/upload/v1751975837/Female_Red_boots_eeva8n.png,Female Red Boots,14258,,Heels,Female,,,,,,,,,,,,,Boots,Red,Rubber,Canvas,11,,,,"Elegant Boots, perfect for special occasions."
1 Piece,KSY-W8925,https://res.cloudinary.com/dzo11laml/image/upload/v1751975687/Black_silk_kurta_i2kyuw.png,Black Organza Kurta,14605,,Ready To Wear,Female,Yes,Black,Organza,,,,,,,,,,Shirt,,,Organza,,,,,Elegant Black Organza Shirt design for casual and formal wear.
Pair,KSY-M6654,https://res.cloudinary.com/dzo11laml/image/upload/v1751975860/Male_red_oxford_pumps_awahmw.png,Male Red Pumps,9079,7900.0,Loafers,Male,,,,,,,,,,,,,Pumps,Red,Leather,Suede,9,,,,"Elegant Pumps, perfect for special occasions."
3 Piece,KSY-W3704,https://res.cloudinary.com/dzo11laml/image/upload/v1751975683/Black_Khaddar_Shirt_270_tsupjx.png,Black Lawn Tunic,2465,1700.0,3 Piece Suits,Female,Yes,Black,Lawn,Yes,Black,Lawn,Yes,Black,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,Elegant Black Lawn Tunic design for casual and formal wear.
Pair,KSY-W2366,https://res.cloudinary.com/dzo11laml/image/upload/v1751975859/Male_grey_sandals_ekmvih.png,Male Grey Sandals,4184,,Sneakers,Male,,,,,,,,,,,,,Sandals,Grey,Canvas,Rubber,5,,,,Comfortable and stylish Sandals for all-day wear.
,KSY-M47213,https://res.cloudinary.com/dzo11laml/image/upload/v1751975860/Male_pink_shirt_hlyzbf.png,Pink Cotton Shirt,13899,,Dress Shirt,Male,Yes,Pink,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,Timeless Pink Cotton Shirt style with modern embellishments.
1 Piece,KSY-M4743,https://res.cloudinary.com/dzo11laml/image/upload/v1751975836/Female_pink_cotton_shirt_w7h8m4.png,Pink Cotton Shirt,13899,,Unstitched,Female,Yes,Pink,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,Timeless Pink Cotton Shirt style with modern embellishments.
,KSY-M8827,https://res.cloudinary.com/dzo11laml/image/upload/v1751975858/Male_Gold_watch_570_g33lao.png,Male Gold Digital Watch,12922,,Watches,Male,,,,,,,,,,,,,Digital Watch,Gold,Leather,Leather,One Size,,,Automatic,A classic Digital Watch with a timeless design.
2 Piece,KSY-M9319,https://res.cloudinary.com/dzo11laml/image/upload/v1751975892/Orange_viscose_3_piece_668_pzdzzi.png,Orange Viscose Kurta,4397,,Ready To Wear,Female,Yes,Orange,Viscose,Yes,Orange,Viscose,,,,Yes,Off-White,Cotton,"Shirt, Trouser",,,Viscose,,,,,"Lightweight and breathable Orange Viscose Shirt fabric, ideal for summer."
1 Piece,KSY-U7189,https://res.cloudinary.com/dzo11laml/image/upload/v1751975626/black_blend_shirt_dmqf1h.png,Black Blended Shirt,8965,7400.0,Men's Shirts,Male,Yes,Black,Blended,,,,,,,,,,Shirt,,,Blended,,,,,"Comfortable Black Blended Shirt, ideal for everyday wear."
2 Piece,KSY-U3539,https://res.cloudinary.com/dzo11laml/image/upload/v1751975894/pink_cotton_2_piece_ikt58n.png,Pink Cotton Tunic,10051,8200.0,Shirts,Female,Yes,Pink,Cotton,Yes,Pink,Cotton,,,,,,,"Shirt, Trouser",,,Cotton,,,,,Elegant Pink Cotton Tunic design for casual and formal wear.
,KSY-U5038,https://res.cloudinary.com/dzo11laml/image/upload/v1751975930/Silver_necklace_574_zvzc5q.png,Silver Necklace,16456,,Accessories,Female,,,,,,,,,,,,,Necklace,Silver,,Crystal,,,,,"Minimalist Necklace, perfect for everyday wear."
3 Piece,KSY-M9312,https://res.cloudinary.com/dzo11laml/image/upload/v1751975973/yellow_chiffon_3_piece_575_uurcvz.png,Yellow Chiffon Tunic,14348,,Lawn Suits,Female,Yes,Yellow,Chiffon,Yes,Yellow,Silk,Yes,Yellow,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Silk",,,,,Luxurious Yellow Chiffon Kurta material for a sophisticated look.
1 Piece,KSY-M1884,https://res.cloudinary.com/dzo11laml/image/upload/v1751975845/Green_cotton_shirt_3_piece_dmn4jw.png,Green Cotton Tunic,4616,,Ready To Wear,Female,Yes,Green,Cotton,,,,,,,Yes,Green,Silk,Shirt,,,Cotton,,,,,"Lightweight and breathable Green Cotton Kurta fabric, ideal for summer."
2 Piece,KSY-W7699,https://res.cloudinary.com/dzo11laml/image/upload/v1751975912/Purple_lawn_2_piece_t7ppkt.png,Purple Lawn Shirt,17244,,2 Piece Suits,Female,Yes,Purple,Lawn,Yes,Purpple,Lawn,,,,Yes,Off-White,Cotton,"Shirt, Trouser",,,Lawn,,,,,Elegant Purple Lawn Tunic design for casual and formal wear.
1 Piece,KSY-U9423,https://res.cloudinary.com/dzo11laml/image/upload/v1751975849/Green_wash_wear_pants_ytgmyu.png,Green Wash & Wear Pants,16690,,Men's Trousers,Male,,,,Yes,Green,Wash & Wear,,,,,,,Trouser,,,Wash & Wear,,,,,"Premium quality Green Wash & Wear Pants fabric, breathable and stylish."
2 Piece,KSY-U4388,https://res.cloudinary.com/dzo11laml/image/upload/v1751975891/Orange_silk_2_piece_579_quxrfb.png,Orange Silk Kurta,13436,9800.0,Unstitched,Female,Yes,Orange,Silk,Yes,Orange,Silk,,,,,,,"Shirt, Trouser",,,Silk,,,,,"Lightweight and breathable Orange Silk Shirt fabric, ideal for summer."
3 Piece,KSY-U5497,https://res.cloudinary.com/dzo11laml/image/upload/v1751975902/Pink_silk_2_piece_580_btxslp.png,Pink Silk Tunic,7369,,Shirts,Female,Yes,Pink,Silk,Yes,Yellow,Chiffon,Yes,Red,Khaddar,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Khaddar, Silk",,,,,"Lightweight and breathable Pink Silk Shirt fabric, ideal for summer."
,KSY-M1360,https://res.cloudinary.com/dzo11laml/image/upload/v1751975841/Gold_rings_set_581_ro5t8t.png,Rose Gold Ring Set,2562,2000.0,Accessories,Female,,,,,,,,,,,,,Ring Set,Rose Gold,,Pearl,,,,,Statement Ring Set to complete your outfit.
1 Piece,KSY-U5268,https://res.cloudinary.com/dzo11laml/image/upload/v1751975692/Blue_Chiffon_Shirt_abbjax.png,Blue Chiffon Tunic,6119,4600.0,Ready To Wear,Female,Yes,Blue,Chiffon,,,,,,,,,,Shirt,,,Chiffon,,,,,Timeless Blue Chiffon Shirt style with modern embellishments.
1 Piece,KSY-M2427,https://res.cloudinary.com/dzo11laml/image/upload/v1751975961/White_cotton_kurta_t1w3ur.png,White Cotton Kurta,19063,,Men's Shalwar Kameez,Male,Yes,White,Cotton,Yes,Sky Blue,Cotton,,,,,,,"Shirt, Trouser",,,Cotton,,,,,Versatile White Cotton Kurta for both casual and semi-formal events.
1 Piece,KSY-M5311,https://res.cloudinary.com/dzo11laml/image/upload/v1751975628/Black_cotton_shirt_584_fkroes.png,Black Cotton Shirt,13096,,Dress Shirt,Male,Yes,Black,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,Versatile Black Cotton Shirt for both casual and semi-formal events.
2 Piece,KSY-U7717,https://res.cloudinary.com/dzo11laml/image/upload/v1751975950/Turquoise_silk_2_piece_585_n5izfs.png,Turquoise Silk Tunic,3957,,3 Piece Suits,Female,Yes,Turquoise,Silk,Yes,Turquoise,Silk,,,,Yes,Turquoise,Cotton,"Shirt, Trouser",,,Silk,,,,,"Lightweight and breathable Turquoise Silk Shirt fabric, ideal for summer."
Single,KSY-U5990,https://res.cloudinary.com/dzo11laml/image/upload/v1751975826/Female_Black_Clutch_586_pkewun.png,Female Black Clutch,11245,,Handbags,Female,,,,,,,,,,,,,Clutch,Black,Faux Leather,Metal,,Small,,,"Durable Clutch material, perfect for everyday use."
1 Piece,KSY-W3429,https://res.cloudinary.com/dzo11laml/image/upload/v1751975866/Maroon_Lawn_Shirt_rg3irj.png,Maroon Lawn Tunic,12173,,Ready To Wear,Female,Yes,Maroon,Lawn,,,,,,,Yes,Maroon,Cotton,Shirt,,,Lawn,,,,,"A vibrant Maroon Lawn Shirt with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-W5603,https://res.cloudinary.com/dzo11laml/image/upload/v1751975972/Wool_blend_green_trousers_nqzfya.png,Green Blended Trousers,18680,,Men's Trousers,Male,,,,Yes,Green,Blended,,,,,,,Trouser,,,Blended,,,,,"Premium quality Green Blended Trousers fabric, breathable and stylish."
Pair,KSY-W3439,https://res.cloudinary.com/dzo11laml/image/upload/v1751975836/Female_Pink_Stiletto_jjemct.png,Female Pink Stiletto,18458,15100.0,Heels,Female,,,,,,,,,,,,,Stiletto,Pink,Rubber,Rubber,7,,,,Comfortable and stylish Stiletto for all-day wear.
3 Piece,KSY-U2082,https://res.cloudinary.com/dzo11laml/image/upload/v1751975722/Blue_Lawn_3_piece_kwhpno.png,Blue Lawn Kurta,13837,,Shirts,Female,Yes,Blue,Lawn,Yes,Blue,Lawn,Yes,Blue,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,"Lightweight and breathable Blue Lawn Tunic fabric, ideal for summer."
2 Piece,KSY-U8671,https://res.cloudinary.com/dzo11laml/image/upload/v1751975686/Black_Silk_2_piece_591_djqvks.png,Black Silk Kurta,6769,,Lawn Suits,Female,Yes,Black,Silk,Yes,Black,Silk,,,,,,,"Shirt, Trouser",,,Silk,,,,,Timeless Black Silk Shirt style with modern embellishments.
3 Piece,KSY-U7552,https://res.cloudinary.com/dzo11laml/image/upload/v1751975842/Green_Apple_Lawn_Shirt_qjpdve.png,Green Lawn Shirt,13275,11700.0,Lawn Suits,Female,Yes,Green,Lawn,Yes,Green,Cotton,Yes,Maroon,Silk,,,,"Dupatta, Shirt, Trouser",,,"Cotton, Lawn, Silk",,,,,Timeless Green Lawn Shirt style with modern embellishments.
Pair,KSY-U9668,https://res.cloudinary.com/dzo11laml/image/upload/v1751975835/Female_Navy_Blue_Pumps_sb3k9j.png,Female Navy Blue Pumps,2839,,Heels,Female,,,,,,,,,,,,,Pumps,Navy,Rubber,Rubber,10,,,,Versatile Pumps for both casual and semi-formal events.
2 Piece,KSY-M1519,https://res.cloudinary.com/dzo11laml/image/upload/v1751975609/2_Piece_Turquoise_Khaddar_959_oqmw2f.png,Turquoise Khaddar Shirt,16637,,Ready To Wear,Female,Yes,Turquoise,Khaddar,Yes,Turquoise,Khaddar,,,,Yes,White,Cotton,"Shirt, Trouser",,,Khaddar,,,,,Timeless Turquoise Khaddar Tunic style with modern embellishments.
,KSY-W1153,https://res.cloudinary.com/dzo11laml/image/upload/v1751975858/Male_gold_watch_bg0ewt.png,Male Gold Digital Watch,18999,,Watches,Male,,,,,,,,,,,,,Digital Watch,Gold,Metal,Leather,One Size,,,Manual Wind,Modern Digital Watch with smart features.
2 Piece,KSY-W2197,https://res.cloudinary.com/dzo11laml/image/upload/v1751975620/597_svfijk.jpg,White Organza Tunic,16093,,Lawn Suits,Female,Yes,White,Organza,Yes,White,Chiffon,,,,Yes,White,Silk,"Shirt, Trouser",,,"Chiffon, Organza",,,,,Timeless White Organza Tunic style with modern embellishments.
2 Piece,KSY-M7113,https://res.cloudinary.com/dzo11laml/image/upload/v1751975620/598_nvstxu.jpg,Pink Lawn Kurta,11451,9400.0,Ready To Wear,Female,Yes,Pink,Lawn,Yes,Purple,Lawn,,,,,,,"Shirt, Trouser",,,Lawn,,,,,Elegant Pink Lawn Tunic design for casual and formal wear.
Single,KSY-W2057,https://res.cloudinary.com/dzo11laml/image/upload/v1751975620/599_zhgvsn.jpg,Female Cream Backpack,18595,,Bags,Female,,,,,,,,,,,,,Backpack,Cream,Faux Leather,Zipper,,2 Liters,,,"A spacious Backpack, ideal for daily essentials."
,KSY-W5182,https://res.cloudinary.com/dzo11laml/image/upload/v1751975620/600_yqaigc.jpg,Rose Gold Necklace,5557,,Accessories,Female,,,,,,,,,,,,,Necklace,Rose Gold,,Stainless Steel,,,,,A delicate Necklace that adds a touch of elegance.
1 Piece,KSY-M2949,https://res.cloudinary.com/dzo11laml/image/upload/v1751975621/601_j8xljz.jpg,Maroon Khaddar Kurta,16163,13200.0,3 Piece Suits,Female,Yes,Maroon,Khaddar,,,,,,,,,,Shirt,,,Khaddar,,,,,Luxurious Maroon Khaddar Shirt material for a sophisticated look.
Single,KSY-M7069,https://res.cloudinary.com/dzo11laml/image/upload/v1751975621/602_fsr7qn.jpg,Female Black Wallet,19387,,Handbags,Female,,,,,,,,,,,,,Wallet,Black,Jute,Nylon,,2 Liters,,,An elegant Wallet for evening events.
,KSY-M9812,https://res.cloudinary.com/dzo11laml/image/upload/v1751975825/Eau_De_Parfum2_qrh2r2.png,Cologne,5437,,Perfumes,Unisex,,,,,,,,,,,,,Cologne,Pink Tint,,,,,"Top: Spice, Leather; Heart: Woody, Tobacco; Base: Amber, Vanilla",,A refreshing Cologne for all-day freshness.
Single,KSY-W5338,https://res.cloudinary.com/dzo11laml/image/upload/v1751975621/604_dxx4tx.jpg,Female Brown Backpack,15897,14100.0,Wallets,Female,,,,,,,,,,,,,Backpack,Brown,Jute,Faux Leather,,Small,,,Versatile Backpack with multiple compartments.
3 Piece,KSY-W6672,https://res.cloudinary.com/dzo11laml/image/upload/v1751975621/605_vs7frr.jpg,Cream Lawn Tunic,13178,,3 Piece Suits,Female,Yes,Cream,Lawn,Yes,Yellow,Khaddar,Yes,White,Cotton,,,,"Dupatta, Shirt, Trouser",,,"Cotton, Khaddar, Lawn",,,,,"Lightweight and breathable Cream Lawn Kurta fabric, ideal for summer."
1 Piece,KSY-M1258,https://res.cloudinary.com/dzo11laml/image/upload/v1751975621/606_mmieme.jpg,Green Cotton Pants,8652,6900.0,Men's Trousers,Male,,,,Yes,Green,Cotton,,,,,,,Trouser,,,Cotton,,,,,Tailored Green Cotton Pants with a modern fit.
1 Piece,KSY-W2038,https://res.cloudinary.com/dzo11laml/image/upload/v1751975621/607_y0qvyn.jpg,Blue Cotton Tunic,14766,,Lawn Suits,Female,Yes,Blue,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,Luxurious Blue Cotton Kurta material for a sophisticated look.
2 Piece,KSY-U1567,https://res.cloudinary.com/dzo11laml/image/upload/v1751975622/608_foyksw.jpg,Blue Organza Shirt,12978,,Ready To Wear,Female,Yes,Blue,Organza,Yes,Cream,Chiffon,,,,,,,"Shirt, Trouser",,,"Chiffon, Organza",,,,,"A vibrant Blue Organza Shirt with intricate embroidery, perfect for festive occasions."
3 Piece,KSY-W7405,https://res.cloudinary.com/dzo11laml/image/upload/v1751975622/609_m8cqfd.jpg,Blue Silk Shirt,12335,9700.0,Lawn Suits,Female,Yes,Blue,Silk,Yes,Turquoise,Viscose,Yes,Pink,Lawn,Yes,Off-White,Cotton,"Dupatta, Shirt, Trouser",,,"Lawn, Silk, Viscose",,,,,Timeless Blue Silk Shirt style with modern embellishments.
2 Piece,KSY-M1012,https://res.cloudinary.com/dzo11laml/image/upload/v1751975622/610_gfvqfr.jpg,White Chiffon Kurta,12055,,2 Piece Suits,Female,Yes,White,Chiffon,Yes,Black,Khaddar,,,,,,,"Shirt, Trouser",,,"Chiffon, Khaddar",,,,,Elegant White Chiffon Tunic design for casual and formal wear.
2 Piece,KSY-M4193,https://res.cloudinary.com/dzo11laml/image/upload/v1751975622/611_ipudc3.jpg,Burgundy Blended Kurta,16703,12900.0,Ready To Wear,Female,Yes,Burgundy,Blended,Yes,Burgundy,Khaddar,,,,,,,"Shirt, Trouser",,,"Blended, Khaddar",,,,,"Comfortable Burgundy Blended Kurta, ideal for everyday wear."
Pair,KSY-U7121,https://res.cloudinary.com/dzo11laml/image/upload/v1751975957/unisex_green_boots_vkogyi.png,Unisex Green Boots,8033,,Loafers,Unisex,,,,,,,,,,,,,Boots,Green,Rubber,Canvas,5,,,,Versatile Boots for both casual and semi-formal events.
,KSY-M1824,https://res.cloudinary.com/dzo11laml/image/upload/v1751975926/Rose_Gold_Bracelet_613_gykhxx.png,Rose Gold Bracelet,12914,,Accessories,Unisex,,,,,,,,,,,,,Bracelet,Rose Gold,,Alloy,,,,,"Minimalist Bracelet, perfect for everyday wear."
3 Piece,KSY-U1531,https://res.cloudinary.com/dzo11laml/image/upload/v1751975917/red_chiffon_3_piece_614_wyf6xt.png,Red Chiffon Shirt,14932,,Ready To Wear,Female,Yes,Red,Chiffon,Yes,Maroon,Khaddar,Yes,Purple,Cotton,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Cotton, Khaddar",,,,,Elegant Red Chiffon Shirt design for casual and formal wear.
2 Piece,KSY-M2541,https://res.cloudinary.com/dzo11laml/image/upload/v1751975974/yellow_cotton_2_piece_615_k44swc.png,Yellow Cotton Kurta,17761,,Shirts,Female,Yes,Yellow,Cotton,Yes,Yellow,Cotton,,,,,,,"Shirt, Trouser",,,Cotton,,,,,Elegant Yellow Cotton Shirt design for casual and formal wear.
Pair,KSY-W6412,https://res.cloudinary.com/dzo11laml/image/upload/v1751975872/Navy_Blue_Loafers_thlsxx.png,Navy Blue Loafer,2749,2200.0,Loafers,Male,,,,,,,,,,,,,Loafer,Navy,Canvas,Suede,9,,,,"Elegant Loafer, perfect for special occasions."
1 Piece,KSY-W2780,https://res.cloudinary.com/dzo11laml/image/upload/v1751975853/Grey_wash_wear_kurta_misayj.png,Grey Wash & Wear Shirt,2341,,Male Shalwar Kameez,Male,Yes,Grey,Wash & Wear,,,,,,,,,,Shirt,,,Wash & Wear,,,,,"Premium quality Grey Wash & Wear Shirt fabric, breathable and stylish."
2 Piece,KSY-M4499,https://res.cloudinary.com/dzo11laml/image/upload/v1751975963/White_denim_shirt_618_iu0vph.png,White Denim Shirt,7954,,Dress Shirt,Male,Yes,White,Denim,,,,,,,,,,Shirt,,,Denim,,,,,Versatile White Denim Shirt for both casual and semi-formal events.
,KSY-U4392,https://res.cloudinary.com/dzo11laml/image/upload/v1751975841/Gold_Earings_yjd23v.png,Gold Earrings,19363,,Accessories,Female,,,,,,,,,,,,,Earrings,Gold,,Crystal,,,,,Statement Earrings to complete your outfit.
2 Piece,KSY-M9521,https://res.cloudinary.com/dzo11laml/image/upload/v1751975862/Maroon_2_piece_organza_hg0xne.png,Maroon Organza Tunic,17694,14500.0,Shirts,Female,Yes,Maroon,Organza,Yes,Maroon,Silk,,,,,,,"Shirt, Trouser",,,"Organza, Silk",,,,,"A vibrant Maroon Organza Shirt with intricate embroidery, perfect for festive occasions."
Single,KSY-U5350,https://res.cloudinary.com/dzo11laml/image/upload/v1751975829/Female_brown_crossbody_bags_ys2gv0.png,Female Brown Crossbody Bag,11467,8200.0,Bags,Female,,,,,,,,,,,,,Crossbody Bag,Brown,Leather,Nylon,,Large,,,"Durable Crossbody Bag material, perfect for everyday use."
3 Piece,KSY-M8250,https://res.cloudinary.com/dzo11laml/image/upload/v1751975924/Red_viscose_3_piece_658_uu6lgr.png,Red Viscose Kurta,15447,10600.0,3 Piece Suits,Female,Yes,Red,Viscose,Yes,Blue,Khaddar,Yes,Pink,Khaddar,Yes,Red,Silk,"Dupatta, Shirt, Trouser",,,"Khaddar, Viscose",,,,,Timeless Red Viscose Shirt style with modern embellishments.
